id,content,prompt,A,B,C,D,E,answer
353,"Nos setores mais altamente desenvolvidos da sociedade contemporânea, o transplante de necessidades sociais para individuais é de tal modo eficaz que a diferença entre elas parece puramente teórica. As criaturas se reconhecem em suas mercadorias; encontram sua alma em seu automóvel, casa em patamares, utensílios de cozinha. ","O texto indica que, no capitalismo, a satisfação dos desejos pessoais é influenciada por",políticas estatais de divulgação.,incentivos controlados de consumo.,prescrições coletivas de organização.,mecanismos subjetivos de identificação.,repressões racionalizadas do narcisismo.,D
354,"A polinização, que viabiliza o transporte do grão de pólen de uma planta até o estigma de outra, pode ser realizada biótica ou abioticamente. Nos processos abióticos, as plantas dependem de fatores como o vento e a água. ",A estratégia evolutiva que resulta em polinização mais eficiente quando esta depende do vento é o(a),diminuição do cálice.,alongamento do ovário.,disponibilização do néctar.,intensificação da cor das pétalas.,aumento do número de estames.,E
355,"Lusofonia rapariga: s.f., fem. de rapaz: mulher nova; moça; menina; (Brasil), meretriz. Escrevo um poema sobre a rapariga que está sentada no café, em frente da chávena de café, enquanto alisa os cabelos com a mão. Mas não posso escrever este poema sobre essa rapariga porque, no brasil, a palavra rapariga não quer dizer o que ela diz em portugal. Então, terei de escrever a mulher nova do café, a jovem do café, a menina do café, para que a reputação da pobre rapariga que alisa os cabelos com a mão, num café de lisboa, não fique estragada para sempre quando este poema atravessar o atlântico para desembarcar no rio de janeiro. E isto tudo sem pensar em áfrica, porque aí lá terei de escrever sobre a moça do café, para evitar o tom demasiado continental da rapariga, que é uma palavra que já me está a pôr com dores de cabeça até porque, no fundo, a única coisa que eu queria era escrever um poema sobre a rapariga do café. A solução, então, é mudar de café, e limitar-me a escrever um poema sobre aquele café onde nenhuma rapariga se pode sentar à mesa porque só servem café ao balcão. ",O texto traz em relevo as funções metalinguística e poética. Seu caráter metalinguístico justifica-se pela,discussão da dificuldade de se fazer arte inovadora no mundo contemporâneo.,"defesa do movimento artístico da pós-modernidade, típico do século XX.","abordagem de temas do cotidiano, em que a arte se volta para assuntos rotineiros.","tematização do fazer artístico, pela discussão do ato de construção da própria obra.","valorização do efeito de estranhamento causado no público, o que faz a obra ser reconhecida.",D
356,"As forças tectônicas dentro da litosfera, controladas pelo calor interno das profundezas, geram terremotos, erupções e soerguimento de montanhas. As forças meteorológicas dentro da atmosfera e da hidrosfera, contoladas pelo calor do Sol, produzem tempestades, inundações, geleiras e outros agentes de erosão. ","A interação dinâmica entre as forças naturais citadas favorece a ocupação do espaço geográfico, na medida em que provoca a formação de",solos vulcânicos.,dorsais oceânicas.,relevos escarpados.,superfícies lateríticas.,dobramentos modernos.,A
357,"História da máquina que faz o mundo rodar Cego, aleijado e moleque, Padre, doutor e soldado, Inspetor, juiz de direito, Comandante e delegado, Tudo, tudo joga o dinheiro Esperando bom resultado. Matuto, senhor de engenho, Praciano e mandioqueiro, Do agreste ao sertão Todos jogam seu dinheiro Se um diz que é mentiroso Outro diz que é verdadeiro. Na opinião do povo Não tem quem possa mandar Faça ou não faça a máquina O povo tem que esperar Por que quem joga dinheiro Só espera mesmo é ganhar. Assim é que muitos pensam Que no abismo não cai Que quem não for no Juazeiro Depois de morto ainda vai, Assim também é crença Que a dita máquina sai. Quando um diz: ele não faz, Já outro fica zangado Dizendo: assim como Cristo Morreu e foi ressuscitado Ele também faz a máquina E seu dinheiro é lucrado. ","No fragmento, as escolhas lexicais remetem às origens geográficas e sociais da literatura de cordel. Exemplifica essa remissão o uso de palavras como","cego, aleijado, moleque, soldado, juiz de direito.","agreste, sertão, Juazeiro, matuto, senhor de engenho.","comandante, delegado, dinheiro, resultado, praciano.","mentiroso, verdadeiro, joga, ganhar.","morto, crença, zangado, Cristo.",B
358,"História de assombração     Ah! Eu alembro uma história que aconteceu com meu tii. Era dia de Sexta-Feira da Paixão, diz que eles falava pra meu tii não num vai pescá não. Ele foi assim mesmo, aí chegô lá, ele tá pescano… tá pescano… e nada de pexe. Aí saiu um mundo véi de cobra em cima dele, aí ele foi embora… Aí até ele memo contava isso e falava É… nunca mais eu vou pescar no dia de Sexta-Feira da Paixão…  ","Quanto ao gênero do discurso e à finalidade social do texto História de assombração, a organização textual e as escolhas lexicais do locutor indicam que se trata de um(a)","criação literária em prosa, que provoca reflexão acerca de problemas cotidianos.","texto acadêmico, que valoriza o estudo da linguagem regional e de suas variantes.","relato oral, que objetiva a preservação da herança cultural da comunidade.","conversa particular, que favorece o compartilhar de informações e experiências pessoais.","anedota regional, que evidencia a fala e o vocabulário exclusivo de um grupo social.",C
359,"Nas angiospermas, além da fertilização da oosfera, existe uma segunda fertilização que resulta num tecido triploide. ","Essa segunda fertilização foi importante evolutivamente, pois viabilizou a formação de um tecido de",nutrição para o fruto.,reserva para o embrião.,revestimento para a semente.,proteção para o megagametófito.,vascularização para a planta jovem.,B
360,"Diante da unidade e da militância dos negros, o governo nacionalista decidiu aplicar medidas reacionárias e repressivas — interdição do direito à reunião, vigilância e perseguição policiais, dissolução dos partidos políticos, tortura, prisão domiciliar e encarceramento de militantes. ","A atuação do Estado sul-africano na década de 1950, como descrita, indica que seus dirigentes buscavam",bloquear as manifestações violentas dos bôeres.,atender às disposições jurídicas internacionais.,suprimir as organizações dissidentes atuantes.,fomentar as divisões étnicas da oposição.,aliciar as lideranças tribais nativas.,C
361,"TEXTO II A Índia deu um passo alto no setor de teleatendimento para países mais desenvolvidos, como os Estados Unidos e as nações europeias. Atualmente mais de 245 mil indianos realizam ligações para todas as partes do mundo a fim de oferecer cartões de crédito ou telefones celulares ou cobrar contas em atraso. ","Ao relacionar os textos, a explicação para o processo de territorialização descrito está no(a)",aceitação das diferenças culturais.,adequação da posição geográfica.,incremento do ensino superior.,qualidade da rede logística.,custo da mão de obra local.,E
362,Eu estava pagando o sapateiro e conversando com um preto que estava lendo um jornal. Ele estava revoltado com um guarda civil que espancou um preto e amarrou numa árvore. O guarda civil é branco. E há certos brancos que transforma o preto em bode expiatório. Quem sabe se guarda civil ignora que já foi extinta a escravidão e ainda estamos em regime de chibata? ,"O texto que guarda a grafia original da autora, expõe uma característica da sociedade brasileira, que é o(a):",Racismo estrutural.,Desemprego latente.,Concentração de renda.,Exclusão informacional.,Precariedade da educação.,A
363,"Estrada Esta estrada onde moro, entre duas voltas do caminho, Interessa mais que uma avenida urbana. Nas cidades todas as pessoas se parecem. Todo mundo é igual. Todo mundo é toda a gente. Aqui, não: sente-se bem que cada um traz a sua alma. Cada criatura é única. Até os cães. Estes cães da roça parecem homens de negócios: Andam sempre preocupados. E quanta gente vem e vai! E tudo tem aquele caráter impressivo que faz meditar: Enterro a pé ou a carrocinha de leite puxada por um bodezinho manhoso. Nem falta o murmúrio da água, para sugerir, pela voz dos símbolos, Que a vida passa! que a vida passa! E que a mocidade vai acabar. ","A lírica de Manuel Bandeira é pautada na apreensão de significados profundos a partir de elementos do cotidiano. No poema Estrada, o lirismo presente no contraste entre campo e cidade aponta para","o desejo do eu lírico de resgatar a movimentação dos centros urbanos, o que revela sua nostalgia com relação à cidade.","a percepção do caráter efêmero da vida, possibilitada pela observação da aparente inércia da vida rural.",a opção do eu lírico pelo espaço bucólico como possibilidade de meditação sobre a sua juventude.,"a visão negativa da passagem do tempo, visto que esta gera insegurança.",a profunda sensação de medo gerada pela reflexão acerca da morte.,B
364,"Grupos de proteção ao meio ambiente conseguem resgatar muitas aves aquáticas vítimas de vazamentos de petróleo. Essas aves são lavadas com água e detergente neutro para a retirada completa do óleo de seu corpo e, posteriormente, são aquecidas, medicadas, desintoxicadas e alimentadas. Mesmo após esses cuidados, o retorno ao ambiente não pode ser imediato, pois elas precisam recuperar a capacidade de flutuação. ","Para flutuar, essas aves precisam",recuperar o tônus muscular.,restaurar a massa corporal.,substituir as penas danificadas.,restabelecer a capacidade de homeotermia., refazer a camada de cera impermeabilizante das penas.,E
